01-Sep-2017 02-03-50	999	1	experiment created.
01-Sep-2017 02-08-13	8	1	beginning practice:
01-Sep-2017 02-08-13	8	1	Displaying stimuli
01-Sep-2017 02-08-17	8	1	Begin CSI
01-Sep-2017 02-08-18	8	1	Participant failed to make a response for OS
01-Sep-2017 02-08-20	8	1	Participant failed to make a response for OS
01-Sep-2017 02-08-22	8	1	Participant failed to make a response for OS
01-Sep-2017 02-08-23	8	1	Probe displayed
01-Sep-2017 02-08-26	8	1	Recognition response made
01-Sep-2017 02-08-27	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-08-27	8	1	6000	3	intrusion	red	middle	192	4		235	5		291	6		185	1		119	2		392	3		119	0		1	3635	0
01-Sep-2017 02-08-27	8	1	Displaying stimuli
01-Sep-2017 02-08-31	8	1	Begin CSI
01-Sep-2017 02-08-32	8	1	Participant failed to make a response for OS
01-Sep-2017 02-08-35	8	1	Participant made a response for OS
01-Sep-2017 02-08-37	8	1	Probe displayed
01-Sep-2017 02-08-39	8	1	Recognition response made
01-Sep-2017 02-08-40	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-08-40	8	1	6000	2	intrusion	red	middle	179	4		193	5		382	6		215	1		120	2		346	3		120	0		0	2413	1
01-Sep-2017 02-08-40	8	1	Displaying stimuli
01-Sep-2017 02-08-44	8	1	Begin CSI
01-Sep-2017 02-08-45	8	1	Participant made a response for OS
01-Sep-2017 02-08-46	8	1	Participant made a response for OS
01-Sep-2017 02-08-48	8	1	Participant made a response for OS
01-Sep-2017 02-08-50	8	1	Participant failed to make a response for OS
01-Sep-2017 02-08-50	8	1	Probe displayed
01-Sep-2017 02-08-50	8	1	Recognition response made
01-Sep-2017 02-08-51	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-08-51	8	1	6000	4	intrusion	green	middle	100	1		98	2		327	3		61	4		248	5		101	6		61	0		0	242	3
01-Sep-2017 02-08-51	8	1	Displaying stimuli
01-Sep-2017 02-08-55	8	1	Begin CSI
01-Sep-2017 02-08-56	8	1	Participant made a response for OS
01-Sep-2017 02-08-58	8	1	Participant made a response for OS
01-Sep-2017 02-09-01	8	1	Probe displayed
01-Sep-2017 02-09-03	8	1	Recognition response made
01-Sep-2017 02-09-03	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-09-03	8	1	6000	2	intrusion	green	middle	78	1		181	2		366	3		265	4		89	5		293	6		89	0		0	2271	2
01-Sep-2017 02-09-03	8	1	Displaying stimuli
01-Sep-2017 02-09-07	8	1	Begin CSI
01-Sep-2017 02-09-08	8	1	Participant made a response for OS
01-Sep-2017 02-09-10	8	1	Participant made a response for OS
01-Sep-2017 02-09-12	8	1	Participant made a response for OS
01-Sep-2017 02-09-13	8	1	Probe displayed
01-Sep-2017 02-09-15	8	1	Recognition response made
01-Sep-2017 02-09-16	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-09-16	8	1	6000	3	intrusion	green	middle	256	1		86	2		37	3		244	4		378	5		104	6		244	0		1	1648	3
01-Sep-2017 02-09-22	8	1	beginning trials:
01-Sep-2017 02-09-22	8	1	Displaying stimuli
01-Sep-2017 02-09-26	8	1	Begin CSI
01-Sep-2017 02-09-27	8	1	Participant made a response for OS
01-Sep-2017 02-09-29	8	1	Participant made a response for OS
01-Sep-2017 02-09-31	8	1	Participant made a response for OS
01-Sep-2017 02-09-32	8	1	Probe displayed
01-Sep-2017 02-09-34	8	1	Recognition response made
01-Sep-2017 02-09-34	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-09-34	8	1	6000	3	positive	green	middle	259	1		151	2		124	3		103	4		349	5		320	6		151	0		0	1855	2
01-Sep-2017 02-09-34	8	1	Displaying stimuli
01-Sep-2017 02-09-38	8	1	Begin CSI
01-Sep-2017 02-09-39	8	1	Participant made a response for OS
01-Sep-2017 02-09-43	8	1	Participant failed to make a response for OS
01-Sep-2017 02-09-44	8	1	Probe displayed
01-Sep-2017 02-09-47	8	1	Recognition response made
01-Sep-2017 02-09-47	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-09-47	8	1	6000	2	positive	green	middle	233	1		154	2		399	3		190	4		396	5		113	6		154	0		1	2279	1
01-Sep-2017 02-09-47	8	1	Displaying stimuli
01-Sep-2017 02-09-51	8	1	Begin CSI
01-Sep-2017 02-09-52	8	1	Participant made a response for OS
01-Sep-2017 02-09-55	8	1	Participant made a response for OS
01-Sep-2017 02-09-57	8	1	Probe displayed
01-Sep-2017 02-10-00	8	1	Recognition response made
01-Sep-2017 02-10-00	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-10-00	8	1	6000	2	intrusion	red	middle	116	4		161	5		130	6		26	1		339	2		275	3		339	0		0	2672	1
01-Sep-2017 02-10-00	8	1	Displaying stimuli
01-Sep-2017 02-10-04	8	1	Begin CSI
01-Sep-2017 02-10-05	8	1	Participant made a response for OS
01-Sep-2017 02-10-07	8	1	Participant made a response for OS
01-Sep-2017 02-10-09	8	1	Participant made a response for OS
01-Sep-2017 02-10-10	8	1	Probe displayed
01-Sep-2017 02-10-14	8	1	Recognition response made
01-Sep-2017 02-10-14	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-10-14	8	1	6000	3	positive	red	middle	356	4		312	5		134	6		82	1		255	2		283	3		312	0		0	3572	3
01-Sep-2017 02-10-14	8	1	Displaying stimuli
01-Sep-2017 02-10-18	8	1	Begin CSI
01-Sep-2017 02-10-19	8	1	Participant made a response for OS
01-Sep-2017 02-10-22	8	1	Participant failed to make a response for OS
01-Sep-2017 02-10-23	8	1	Participant made a response for OS
01-Sep-2017 02-10-24	8	1	Probe displayed
01-Sep-2017 02-10-27	8	1	Recognition response made
01-Sep-2017 02-10-28	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-10-28	8	1	6000	3	positive	red	middle	383	4		173	5		108	6		348	1		213	2		389	3		173	0		0	2624	2
01-Sep-2017 02-10-28	8	1	Displaying stimuli
01-Sep-2017 02-10-32	8	1	Begin CSI
01-Sep-2017 02-10-33	8	1	Participant made a response for OS
01-Sep-2017 02-10-36	8	1	Participant made a response for OS
01-Sep-2017 02-10-38	8	1	Probe displayed
01-Sep-2017 02-10-39	8	1	Recognition response made
01-Sep-2017 02-10-39	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-10-39	8	1	6000	2	new	red	middle	126	4		286	5		41	6		219	1		298	2		172	3		169	0		1	1339	2
01-Sep-2017 02-10-39	8	1	Displaying stimuli
01-Sep-2017 02-10-43	8	1	Begin CSI
01-Sep-2017 02-10-44	8	1	Participant made a response for OS
01-Sep-2017 02-10-46	8	1	Participant made a response for OS
01-Sep-2017 02-10-49	8	1	Participant made a response for OS
01-Sep-2017 02-10-49	8	1	Probe displayed
01-Sep-2017 02-10-51	8	1	Recognition response made
01-Sep-2017 02-10-51	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-10-51	8	1	6000	3	positive	red	middle	144	4		87	5		299	6		18	1		236	2		340	3		144	0		1	1266	2
01-Sep-2017 02-10-51	8	1	Displaying stimuli
01-Sep-2017 02-10-55	8	1	Begin CSI
01-Sep-2017 02-10-57	8	1	Participant failed to make a response for OS
01-Sep-2017 02-11-00	8	1	Participant failed to make a response for OS
01-Sep-2017 02-11-01	8	1	Probe displayed
01-Sep-2017 02-11-04	8	1	Recognition response made
01-Sep-2017 02-11-05	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-11-05	8	1	6000	2	intrusion	green	middle	125	1		159	2		297	3		40	4		141	5		263	6		263	0		1	2796	0
01-Sep-2017 02-11-05	8	1	Displaying stimuli
01-Sep-2017 02-11-09	8	1	Begin CSI
01-Sep-2017 02-11-10	8	1	Participant made a response for OS
01-Sep-2017 02-11-11	8	1	Participant made a response for OS
01-Sep-2017 02-11-13	8	1	Participant made a response for OS
01-Sep-2017 02-11-15	8	1	Probe displayed
01-Sep-2017 02-11-16	8	1	Recognition response made
01-Sep-2017 02-11-16	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-11-16	8	1	6000	3	positive	red	middle	352	4		4	5		148	6		30	1		66	2		29	3		148	0		0	930	3
01-Sep-2017 02-11-16	8	1	Displaying stimuli
01-Sep-2017 02-11-20	8	1	Begin CSI
01-Sep-2017 02-11-21	8	1	Participant made a response for OS
01-Sep-2017 02-11-23	8	1	Participant made a response for OS
01-Sep-2017 02-11-25	8	1	Participant made a response for OS
01-Sep-2017 02-11-26	8	1	Probe displayed
01-Sep-2017 02-11-28	8	1	Recognition response made
01-Sep-2017 02-11-28	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-11-28	8	1	6000	3	positive	red	middle	75	4		242	5		16	6		371	1		210	2		361	3		75	0		0	1568	3
01-Sep-2017 02-11-28	8	1	Displaying stimuli
01-Sep-2017 02-11-32	8	1	Begin CSI
01-Sep-2017 02-11-33	8	1	Participant failed to make a response for OS
01-Sep-2017 02-11-35	8	1	Participant made a response for OS
01-Sep-2017 02-11-37	8	1	Participant made a response for OS
01-Sep-2017 02-11-38	8	1	Probe displayed
01-Sep-2017 02-11-39	8	1	Recognition response made
01-Sep-2017 02-11-40	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-11-40	8	1	6000	3	intrusion	red	middle	321	4		145	5		379	6		344	1		57	2		232	3		57	0		1	1085	1
01-Sep-2017 02-11-40	8	1	Displaying stimuli
01-Sep-2017 02-11-44	8	1	Begin CSI
01-Sep-2017 02-11-45	8	1	Participant made a response for OS
01-Sep-2017 02-11-48	8	1	Participant made a response for OS
01-Sep-2017 02-11-50	8	1	Probe displayed
01-Sep-2017 02-11-53	8	1	Recognition response made
01-Sep-2017 02-11-53	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-11-53	8	1	6000	2	positive	red	middle	200	4		23	5		83	6		10	1		160	2		140	3		23	0		1	2814	2
01-Sep-2017 02-11-53	8	1	Displaying stimuli
01-Sep-2017 02-11-57	8	1	Begin CSI
01-Sep-2017 02-11-58	8	1	Participant made a response for OS
01-Sep-2017 02-12-01	8	1	Participant made a response for OS
01-Sep-2017 02-12-03	8	1	Probe displayed
01-Sep-2017 02-12-06	8	1	Recognition response made
01-Sep-2017 02-12-06	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-12-06	8	1	6000	2	intrusion	red	middle	278	4		304	5		69	6		227	1		360	2		252	3		252	0		0	2924	2
01-Sep-2017 02-12-06	8	1	Displaying stimuli
01-Sep-2017 02-12-10	8	1	Begin CSI
01-Sep-2017 02-12-12	8	1	Participant made a response for OS
01-Sep-2017 02-12-14	8	1	Participant made a response for OS
01-Sep-2017 02-12-16	8	1	Probe displayed
01-Sep-2017 02-12-17	8	1	Recognition response made
01-Sep-2017 02-12-18	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-12-18	8	1	6000	2	intrusion	green	middle	202	1		315	2		269	3		201	4		324	5		290	6		290	0		0	869	2
01-Sep-2017 02-12-18	8	1	Displaying stimuli
01-Sep-2017 02-12-22	8	1	Begin CSI
01-Sep-2017 02-12-23	8	1	Participant failed to make a response for OS
01-Sep-2017 02-12-25	8	1	Participant made a response for OS
01-Sep-2017 02-12-27	8	1	Participant made a response for OS
01-Sep-2017 02-12-28	8	1	Probe displayed
01-Sep-2017 02-12-29	8	1	Recognition response made
01-Sep-2017 02-12-30	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-12-30	8	1	6000	3	positive	green	middle	328	1		262	2		72	3		165	4		64	5		6	6		328	0		1	1266	2
01-Sep-2017 02-12-30	8	1	Displaying stimuli
01-Sep-2017 02-12-34	8	1	Begin CSI
01-Sep-2017 02-12-35	8	1	Participant made a response for OS
01-Sep-2017 02-12-36	8	1	Participant made a response for OS
01-Sep-2017 02-12-38	8	1	Participant made a response for OS
01-Sep-2017 02-12-39	8	1	Participant made a response for OS
01-Sep-2017 02-12-40	8	1	Probe displayed
01-Sep-2017 02-12-43	8	1	Recognition response made
01-Sep-2017 02-12-43	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-12-43	8	1	6000	4	new	green	middle	365	1		74	2		79	3		224	4		292	5		341	6		347	0		1	2812	4
01-Sep-2017 02-12-43	8	1	Displaying stimuli
01-Sep-2017 02-12-47	8	1	Begin CSI
01-Sep-2017 02-12-48	8	1	Participant failed to make a response for OS
01-Sep-2017 02-12-49	8	1	Participant made a response for OS
01-Sep-2017 02-12-51	8	1	Participant failed to make a response for OS
01-Sep-2017 02-12-53	8	1	Participant failed to make a response for OS
01-Sep-2017 02-12-53	8	1	Probe displayed
01-Sep-2017 02-12-55	8	1	Recognition response made
01-Sep-2017 02-12-55	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-12-55	8	1	6000	4	intrusion	green	middle	251	1		155	2		122	3		358	4		96	5		239	6		358	0		1	1490	0
01-Sep-2017 02-12-55	8	1	Displaying stimuli
01-Sep-2017 02-12-59	8	1	Begin CSI
01-Sep-2017 02-13-00	8	1	Participant made a response for OS
01-Sep-2017 02-13-01	8	1	Participant made a response for OS
01-Sep-2017 02-13-03	8	1	Participant failed to make a response for OS
01-Sep-2017 02-13-04	8	1	Participant made a response for OS
01-Sep-2017 02-13-05	8	1	Probe displayed
01-Sep-2017 02-13-07	8	1	Recognition response made
01-Sep-2017 02-13-08	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-13-08	8	1	6000	4	positive	red	middle	158	4		307	5		195	6		373	1		306	2		208	3		158	0		0	2009	1
01-Sep-2017 02-13-08	8	1	Displaying stimuli
01-Sep-2017 02-13-12	8	1	Begin CSI
01-Sep-2017 02-13-12	8	1	Participant made a response for OS
01-Sep-2017 02-13-15	8	1	Participant made a response for OS
01-Sep-2017 02-13-18	8	1	Probe displayed
01-Sep-2017 02-13-20	8	1	Recognition response made
01-Sep-2017 02-13-21	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-13-21	8	1	6000	2	positive	green	middle	309	1		27	2		77	3		175	4		19	5		221	6		309	0		0	2417	2
01-Sep-2017 02-13-21	8	1	Displaying stimuli
01-Sep-2017 02-13-25	8	1	Begin CSI
01-Sep-2017 02-13-26	8	1	Participant made a response for OS
01-Sep-2017 02-13-27	8	1	Participant made a response for OS
01-Sep-2017 02-13-30	8	1	Participant made a response for OS
01-Sep-2017 02-13-31	8	1	Probe displayed
01-Sep-2017 02-13-32	8	1	Recognition response made
01-Sep-2017 02-13-33	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-13-33	8	1	6000	3	new	red	middle	62	4		32	5		170	6		367	1		102	2		357	3		17	0		1	1698	3
01-Sep-2017 02-13-33	8	1	Displaying stimuli
01-Sep-2017 02-13-37	8	1	Begin CSI
01-Sep-2017 02-13-38	8	1	Participant made a response for OS
01-Sep-2017 02-13-41	8	1	Participant made a response for OS
01-Sep-2017 02-13-43	8	1	Probe displayed
01-Sep-2017 02-13-44	8	1	Recognition response made
01-Sep-2017 02-13-45	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-13-45	8	1	6000	2	positive	red	middle	284	4		245	5		300	6		191	1		333	2		107	3		245	0		0	1590	2
01-Sep-2017 02-13-45	8	1	Displaying stimuli
01-Sep-2017 02-13-49	8	1	Begin CSI
01-Sep-2017 02-13-50	8	1	Participant made a response for OS
01-Sep-2017 02-13-52	8	1	Participant made a response for OS
01-Sep-2017 02-13-54	8	1	Participant made a response for OS
01-Sep-2017 02-13-55	8	1	Probe displayed
01-Sep-2017 02-13-57	8	1	Recognition response made
01-Sep-2017 02-13-58	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-13-58	8	1	6000	3	new	red	middle	94	4		260	5		164	6		203	1		397	2		58	3		1	0		1	2136	3
01-Sep-2017 02-13-58	8	1	Displaying stimuli
01-Sep-2017 02-14-02	8	1	Begin CSI
01-Sep-2017 02-14-03	8	1	Participant made a response for OS
01-Sep-2017 02-14-04	8	1	Participant made a response for OS
01-Sep-2017 02-14-05	8	1	Participant made a response for OS
01-Sep-2017 02-14-07	8	1	Participant failed to make a response for OS
01-Sep-2017 02-14-08	8	1	Probe displayed
01-Sep-2017 02-14-12	8	1	Recognition response made
01-Sep-2017 02-14-12	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-14-12	8	1	6000	4	positive	red	middle	59	4		142	5		335	6		80	1		60	2		305	3		59	0		0	4194	3
01-Sep-2017 02-14-12	8	1	Displaying stimuli
01-Sep-2017 02-14-16	8	1	Begin CSI
01-Sep-2017 02-14-17	8	1	Participant made a response for OS
01-Sep-2017 02-14-20	8	1	Participant made a response for OS
01-Sep-2017 02-14-22	8	1	Probe displayed
01-Sep-2017 02-14-27	8	1	Recognition response made
01-Sep-2017 02-14-28	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-14-28	8	1	6000	2	positive	green	middle	47	1		81	2		182	3		131	4		174	5		381	6		182	0		0	4767	1
01-Sep-2017 02-14-28	8	1	Displaying stimuli
01-Sep-2017 02-14-32	8	1	Begin CSI
01-Sep-2017 02-14-33	8	1	Participant made a response for OS
01-Sep-2017 02-14-34	8	1	Participant made a response for OS
01-Sep-2017 02-14-36	8	1	Participant failed to make a response for OS
01-Sep-2017 02-14-37	8	1	Participant made a response for OS
01-Sep-2017 02-14-38	8	1	Probe displayed
01-Sep-2017 02-14-42	8	1	Recognition response made
01-Sep-2017 02-14-42	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-14-42	8	1	6000	4	positive	red	middle	281	4		132	5		354	6		73	1		237	2		222	3		132	0		1	4132	3
01-Sep-2017 02-14-42	8	1	taking a break
01-Sep-2017 02-14-47	8	1	Displaying stimuli
01-Sep-2017 02-14-51	8	1	Begin CSI
01-Sep-2017 02-14-52	8	1	Participant made a response for OS
01-Sep-2017 02-14-54	8	1	Participant made a response for OS
01-Sep-2017 02-14-55	8	1	Participant made a response for OS
01-Sep-2017 02-14-57	8	1	Participant made a response for OS
01-Sep-2017 02-14-57	8	1	Probe displayed
01-Sep-2017 02-14-59	8	1	Recognition response made
01-Sep-2017 02-14-59	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-14-59	8	1	6000	4	positive	green	middle	156	1		152	2		5	3		162	4		377	5		183	6		5	0		0	1259	3
01-Sep-2017 02-14-59	8	1	Displaying stimuli
01-Sep-2017 02-15-03	8	1	Begin CSI
01-Sep-2017 02-15-04	8	1	Participant made a response for OS
01-Sep-2017 02-15-06	8	1	Participant made a response for OS
01-Sep-2017 02-15-08	8	1	Participant failed to make a response for OS
01-Sep-2017 02-15-09	8	1	Probe displayed
01-Sep-2017 02-15-13	8	1	Recognition response made
01-Sep-2017 02-15-14	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-15-14	8	1	6000	3	positive	green	middle	241	1		117	2		359	3		351	4		184	5		71	6		241	0		0	4373	1
01-Sep-2017 02-15-14	8	1	Displaying stimuli
01-Sep-2017 02-15-18	8	1	Begin CSI
01-Sep-2017 02-15-19	8	1	Participant made a response for OS
01-Sep-2017 02-15-21	8	1	Participant made a response for OS
01-Sep-2017 02-15-22	8	1	Participant failed to make a response for OS
01-Sep-2017 02-15-23	8	1	Participant made a response for OS
01-Sep-2017 02-15-24	8	1	Probe displayed
01-Sep-2017 02-15-28	8	1	Recognition response made
01-Sep-2017 02-15-28	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-15-28	8	1	6000	4	positive	red	middle	207	4		285	5		93	6		355	1		157	2		310	3		93	0		0	3985	2
01-Sep-2017 02-15-28	8	1	Displaying stimuli
01-Sep-2017 02-15-32	8	1	Begin CSI
01-Sep-2017 02-15-34	8	1	Participant made a response for OS
01-Sep-2017 02-15-37	8	1	Participant failed to make a response for OS
01-Sep-2017 02-15-38	8	1	Probe displayed
01-Sep-2017 02-15-43	8	1	Recognition response made
01-Sep-2017 02-15-43	8	1	Exiting trial, gooodbye.
01-Sep-2017 02-15-43	8	1	6000	2	positive	green	middle	226	1		390	2		329	3		322	4		188	5		25	6		390	0		0	4292	0
01-Sep-2017 02-15-43	8	1	Displaying stimuli
01-Sep-2017 02-15-47	8	1	Begin CSI
01-Sep-2017 02-15-48	8	1	Participant made a response for OS
01-Sep-2017 02-15-50	8	1	Participant made a response for OS
01-Sep-2017 02-15-51	8	1	Participant made a response for OS
