30-Aug-2017 03-21-09	999	1	experiment created.
30-Aug-2017 03-22-28	1	1	beginning practice:
30-Aug-2017 03-22-28	1	1	Displaying stimuli
30-Aug-2017 03-22-32	1	1	Begin CSI
30-Aug-2017 03-22-33	1	1	Participant failed to make a response for OS
30-Aug-2017 03-22-35	1	1	Participant made a response for OS
30-Aug-2017 03-22-38	1	1	Probe displayed
30-Aug-2017 03-22-39	1	1	Recognition response made
30-Aug-2017 03-22-39	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-22-39	1	1	6000	2	intrusion	green	middle	159	1		95	2		279	3		74	4		14	5		13	6		13	0		0	1283	1
30-Aug-2017 03-22-39	1	1	Displaying stimuli
30-Aug-2017 03-22-43	1	1	Begin CSI
30-Aug-2017 03-22-45	1	1	Participant failed to make a response for OS
30-Aug-2017 03-22-46	1	1	Participant made a response for OS
30-Aug-2017 03-22-48	1	1	Participant made a response for OS
30-Aug-2017 03-22-49	1	1	Probe displayed
30-Aug-2017 03-22-51	1	1	Recognition response made
30-Aug-2017 03-22-51	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-22-51	1	1	6000	3	intrusion	red	middle	369	4		262	5		199	6		47	1		1	2		97	3		1	0		1	1446	2
30-Aug-2017 03-22-51	1	1	Displaying stimuli
30-Aug-2017 03-22-55	1	1	Begin CSI
30-Aug-2017 03-22-57	1	1	Participant failed to make a response for OS
30-Aug-2017 03-22-58	1	1	Participant made a response for OS
30-Aug-2017 03-23-00	1	1	Participant made a response for OS
30-Aug-2017 03-23-01	1	1	Probe displayed
30-Aug-2017 03-23-03	1	1	Recognition response made
30-Aug-2017 03-23-03	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-23-03	1	1	6000	3	intrusion	green	middle	36	1		19	2		149	3		246	4		196	5		198	6		246	0		0	1468	2
30-Aug-2017 03-23-03	1	1	Displaying stimuli
30-Aug-2017 03-23-07	1	1	Begin CSI
30-Aug-2017 03-23-08	1	1	Participant made a response for OS
30-Aug-2017 03-23-11	1	1	Participant made a response for OS
30-Aug-2017 03-23-13	1	1	Probe displayed
30-Aug-2017 03-23-14	1	1	Recognition response made
30-Aug-2017 03-23-15	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-23-15	1	1	6000	2	intrusion	red	middle	29	4		347	5		296	6		98	1		75	2		99	3		98	0		0	1050	2
30-Aug-2017 03-23-15	1	1	Displaying stimuli
30-Aug-2017 03-23-19	1	1	Begin CSI
30-Aug-2017 03-23-20	1	1	Participant made a response for OS
30-Aug-2017 03-23-21	1	1	Participant made a response for OS
30-Aug-2017 03-23-23	1	1	Participant made a response for OS
30-Aug-2017 03-23-24	1	1	Participant made a response for OS
30-Aug-2017 03-23-25	1	1	Probe displayed
30-Aug-2017 03-23-26	1	1	Recognition response made
30-Aug-2017 03-23-26	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-23-26	1	1	6000	4	intrusion	green	middle	18	1		281	2		237	3		269	4		234	5		214	6		269	0		1	779	4
30-Aug-2017 03-23-28	1	1	beginning trials:
30-Aug-2017 03-23-28	1	1	Displaying stimuli
30-Aug-2017 03-23-32	1	1	Begin CSI
30-Aug-2017 03-23-33	1	1	Participant made a response for OS
30-Aug-2017 03-23-34	1	1	Participant made a response for OS
30-Aug-2017 03-23-36	1	1	Participant made a response for OS
30-Aug-2017 03-23-38	1	1	Probe displayed
30-Aug-2017 03-23-39	1	1	Recognition response made
30-Aug-2017 03-23-40	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-23-40	1	1	6000	3	positive	green	middle	242	1		350	2		363	3		96	4		53	5		24	6		350	0		1	1513	3
30-Aug-2017 03-23-40	1	1	Displaying stimuli
30-Aug-2017 03-23-44	1	1	Begin CSI
30-Aug-2017 03-23-44	1	1	Participant made a response for OS
30-Aug-2017 03-23-46	1	1	Participant made a response for OS
30-Aug-2017 03-23-48	1	1	Participant made a response for OS
30-Aug-2017 03-23-50	1	1	Probe displayed
30-Aug-2017 03-23-50	1	1	Recognition response made
30-Aug-2017 03-23-51	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-23-51	1	1	6000	3	intrusion	green	middle	274	1		50	2		388	3		236	4		101	5		254	6		236	0		0	577	3
30-Aug-2017 03-23-51	1	1	Displaying stimuli
30-Aug-2017 03-23-55	1	1	Begin CSI
30-Aug-2017 03-23-56	1	1	Participant made a response for OS
30-Aug-2017 03-23-57	1	1	Participant made a response for OS
30-Aug-2017 03-23-58	1	1	Participant made a response for OS
30-Aug-2017 03-24-00	1	1	Participant made a response for OS
30-Aug-2017 03-24-01	1	1	Probe displayed
30-Aug-2017 03-24-02	1	1	Recognition response made
30-Aug-2017 03-24-02	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-24-02	1	1	6000	4	new	green	middle	34	1		166	2		245	3		175	4		90	5		240	6		386	0		1	962	4
30-Aug-2017 03-24-02	1	1	Displaying stimuli
30-Aug-2017 03-24-06	1	1	Begin CSI
30-Aug-2017 03-24-07	1	1	Participant made a response for OS
30-Aug-2017 03-24-08	1	1	Participant made a response for OS
30-Aug-2017 03-24-10	1	1	Participant made a response for OS
30-Aug-2017 03-24-12	1	1	Participant made a response for OS
30-Aug-2017 03-24-12	1	1	Probe displayed
30-Aug-2017 03-24-13	1	1	Recognition response made
30-Aug-2017 03-24-14	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-24-14	1	1	6000	4	new	red	middle	124	4		330	5		217	6		111	1		292	2		256	3		349	0		1	772	3
30-Aug-2017 03-24-14	1	1	Displaying stimuli
30-Aug-2017 03-24-18	1	1	Begin CSI
30-Aug-2017 03-24-18	1	1	Participant made a response for OS
30-Aug-2017 03-24-21	1	1	Participant made a response for OS
30-Aug-2017 03-24-24	1	1	Probe displayed
30-Aug-2017 03-24-25	1	1	Recognition response made
30-Aug-2017 03-24-25	1	1	Exiting trial, gooodbye.
30-Aug-2017 03-24-25	1	1	6000	2	new	green	middle	252	1		379	2		313	3		239	4		73	5		60	6		154	0		1	1029	2
30-Aug-2017 03-24-25	1	1	Displaying stimuli
30-Aug-2017 03-24-29	1	1	Begin CSI
30-Aug-2017 03-24-30	1	1	Participant made a response for OS
